name,system_DC_capacity_W,address,orientation,num_outputs,last_output,system_id,panel,inverter,distance_km,latitude,longitude,country
Villa_Daniel,12390,Sweden,S,918,Yesterday,87387,Trina Solar/300DD05A,Solaredge/SE15K-ER-01,10.3,56.908979,12.481327,Sweden
Solhagav 34 Falkenberg,11520,Sweden,EW,1699,Yesterday,70604,LG320N1K-A5,Solaredge SE17K,10.6,56.914692,12.481267,Sweden
Andreas Home,9900,Sweden,S,2026,78 weeks ago,51034,Onyxium,Power-one,7.8,56.849806,14.80823,Sweden
Granvägen,7680,Sweden,SW,1474,Yesterday,77182,Trina solar,Solaredge ,23.4,56.793863,15.117424,Sweden
Trekanten109,25025,Sweden,S,680,Yesterday,89016,Trina,Fronius,20.9,56.702665,16.112448,Sweden
KatlaFcuk,6000,Latvia,SE,398,Yesterday,98110,Longi,Fronius,3.6,56.880658,24.189749,Latvia
Laucese Solar,11700,Latvia,S,921,Yesterday,86674,Qcells Q.PEAK DUO ML-G9,GoodWe GW10k-ET,21.8,56.734523,24.387589,Latvia
Onion field,9800,Latvia,SE,515,8 days ago,93170,Scheuten,Sungrow,22.4,56.83544,24.494791,Latvia
Netherton,2150,DD8,S,1372,106 weeks ago,41079,Schuco ,Sunny Boy 2000,4.8,56.67632,-2.996389,United Kingdom
SunnyInchture,6080,PH14,S,810,Yesterday,89486,Q.PEAK DUO BLK ML-G9+ 380,Enphase IQ7A,24.0,56.45,-3.18,United Kingdom
BroughtyFerry,1600,DD5,S,527,Yesterday,95353,sharp,SolarRiver,24.2,56.47,-2.86,United Kingdom
Little Welly,6400,DD5,S,381,Yesterday,99113,JA JAM72S10 405,Givenergy Gen1 5kW Hybrid,24.2,56.47,-2.86,United Kingdom
Verner - Risvaenget,6560,7860,S,569,Yesterday,94710,Longi 410W,Growatt SPH,8.8,56.64042,8.814887,Denmark
Strandbjerggaard,8400,7790,S,1173,31 weeks ago,77033,EG300-M60,GMDE,11.5,56.60726,8.507924,Denmark
Lucernemarken,6000,7600,S,2727,Yesterday,39302,Amerisolar AS-6P30-240,Trannergy PVI3200TL,18.7,56.507568,8.532774,Denmark
Lucernemarken1,2880,7600,S,3240,Yesterday,39293,Amerisolar AS-6P30-240,Trannergy PVI3200TL,18.7,56.507544,8.532731,Denmark
Lucernemarken2,3120,7600,S,3150,Yesterday,39294,Amerisolar AS-6P30-240,Trannergy PVI3200TL,18.7,56.507497,8.532752,Denmark
CVO_Solar,2160,7600,E,2995,37 weeks ago,34850,TSMC TS-120C CIGS,SMA Sunny Boy 2000-HF,19.1,56.491644,8.5866,Denmark
Johs Buchholtz Vej  Struer,3000,7600,S,1477,Yesterday,47683,Ulica Solar 250?,Growatt 3000,19.2,56.4912,8.5838,Denmark
PVPro HV41,10665,7800,S,452,Yesterday,96619,JA Solar,Growatt MOD 10KTL3-XH,22.4,56.592273,9.020419,Denmark
PV270,8580,7800,S,472,Yesterday,96819,Risen RSM-40-390MB,Growatt MOD 8000TL3-X,24.2,56.5667,9.0333,Denmark
Sol_LF,6000,9500,W,2194,2 days ago,37336,LG,Enecsys 480 W,14.1,56.615151,9.67357,Denmark
Sun-Power,6000,8800,S,1497,Yesterday,54769,,Gropower,22.8,56.4532,9.402,Denmark
sun city,12220,8800,S,497,Yesterday,96435,Jinko,Deye,22.8,56.4532,9.402,Denmark
Sol_i_Hobro,5760,1000,S,4253,Yesterday,11706,MPrime,SMA 3000TL-21,22.9,56.627544,9.827604,Denmark
Affer TLXpro,5760,7840,S,974,92 weeks ago,73481,Renesolar 240p virtus,TLXpro,23.8,56.551398,9.11821,Denmark
Affer Total,33995,7840,NW,916,Yesterday,87435,Risen RSM40-8-390MB,GROWATT MID 20KTL3-X,23.8,56.551321,9.118148,Denmark
Affer Growatt MID 20KTL3-X,28080,7840,W,877,Yesterday,87451,Risen RSM40-8-390MB,GROWATT MID 20KTL3-X,23.8,56.551321,9.118137,Denmark
Affer Deye SUN-10K-SG04LP3,5915,7840,NW,573,Yesterday,94625,SK8612MHVC-455,Growatt SPH-3600,23.8,56.551296,9.118127,Denmark
Affer PIP5048MK,4650,7840,W,951,86 weeks ago,59050,Amerisolar,MPP PIP-5048MK,23.8,56.551267,9.118058,Denmark
Powerplant 2A,9600,8920,S,4187,Yesterday,12378,Kinve KV-200 72MW, SMA Sunny Boy 3000-TL21,18.5,56.4905,10.2286,Denmark
Gatehult,11440,Sweden,S,2558,Yesterday,52426,Heckert NeMo 60P,Fronius Symo ,10.4,56.60602,15.077846,Sweden
Sjobacken,20000,Sweden,EW,2797,Yesterday,47142,OSDA Solar,Solaredge,22.7,56.488966,14.722077,Sweden
Astad,11840,Sweden,SW,1794,Yesterday,67996,Suntech STP370S-24/Vfhb,Solaredge SE10K,15.8,56.749547,16.694913,Sweden
Öland MBLA,20930,Sweden,S,391,Yesterday,98700,Longi,Huawei,17.2,56.511207,16.405034,Sweden
Julia Power Station,4000,KY16,E,2295,Yesterday,8772,Hitachi,SMA 2100TL,12.6,56.34,-2.81,United Kingdom
KaersSolar,6500,1000,SW,2116,127 weeks ago,15834,Ulica,Goodwee,19.1,56.416727,8.484375,Denmark
PV PLANT VITTRUPVEJ,3510,1000,S,3095,111 weeks ago,9185,BAUER,SMA SONNY BOY 3000 TL 21,6.3,56.441953,9.056222,Denmark
Dalgasvej 12,7200,7470,SW,1189,105 weeks ago,16476,ET-M572200,SMA Sunny Boy 3000TL-21,21.4,56.342127,9.253128,Denmark
Egetoften13-solceller,14040,7500,EW,656,Yesterday,92685,Risen,Growatt,22.7,56.3601,8.6161,Denmark
KnudAggersVej12B,3000,1000,S,2771,14 weeks ago,12678,ZNSHINE ZX200(37)MS Black (GA),EverSolar Evershine TL3000-10,22.9,56.388658,8.594453,Denmark
Snehvidevej 13,1500,8870,S,981,66 weeks ago,71533,,GroWatt 2000-S,13.0,56.439877,9.943087,Denmark
Solsortevej,7920,8643,W,1171,Yesterday,82239,ET-Solar - ET-M572200BB,Fronius IG Plus 60 V-2 ,17.6,56.302929,9.592143,Denmark
lasing,6975,1000,SE,4317,Yesterday,16913,CIS Tyndfilm,Fronius IG Plus 60V-2,18.5,56.444776,10.033233,Denmark
Toch.dk,2660,1000,S,4212,Yesterday,13815,Sungen,SMA SB2500HF-30,19.4,56.440363,10.048081,Denmark
Hammel  DK,9750,1000,S,2346,167 weeks ago,12766,Ulica 195D,SMA Tripower 10000TL,20.1,56.296277,9.929206,Denmark
MUSHOME 1,2400,8963,S,3249,7 days ago,37634,AS ,Trannergy,7.9,56.4333,10.3833,Denmark
MUSHOME 2,2400,8963,S,2659,87 weeks ago,37638,As,Trannergy,7.9,56.4333,10.3833,Denmark
MUSHOME,4800,8963,S,4365,Yesterday,36887,AS-5M 200 wp,Trannergy PVI2300,7.9,56.4333,10.3833,Denmark
mnj,6000,8560,S,3757,Yesterday,21946,Verdo,Fronius IG plus 70 V-2,9.9,56.3667,10.6,Denmark
Powerplant 19 A,11000,8963,S,4167,Yesterday,16333,Zhejiang ZG-Cells (Verdo),Fronius IG Plus 70-2 ,12.5,56.410378,10.315569,Denmark
Elmelundsvej 18,7000,8963,S,3245,131 weeks ago,15925,Topsola TSM96-125M,Delta Solivia EU 3.0 G4,12.5,56.410537,10.314991,Denmark
kirkebakken15,4290,1000,SW,4213,Yesterday,13266,,SMA Sunny Boy 3000,12.8,56.369452,10.348414,Denmark
Eskerod_sol,6000,8543,SE,4015,Yesterday,18349,Himin,Fronius IG plus 60 V-2,19.1,56.293914,10.348886,Denmark
ylvagarden,2880,Sweden,NW,3287,3 days ago,20535,Tengen,Tengen,16.5,56.388278,13.096444,Sweden
Bauska_LV,7125,Latvia,S,746,13 weeks ago,87858,Fronius,Fronius,22.0,56.427194,24.096451,Latvia
BP01 PV,4220,FK9,S,2375,133 weeks ago,35863,PowerGlaz,SMA Sunny Boy 3000 HF,9.5,56.14,-3.94,United Kingdom
Coach House Cottage,50,FK8,N,756,175 weeks ago,59356,,Energyhive Hub Version: 2.3.8,13.2,56.13,-4.05,United Kingdom
EnergyHive DB3 E10,50,FK7,N,978,174 weeks ago,46014,,Energy Monitor,15.1,56.09,-3.91,United Kingdom
Skeabost,6630,FK14,SE,802,75 weeks ago,78861,SunPower Maxeon 3,SolarEdge 6000W,17.8,56.16,-3.66,United Kingdom
Brynyneuadd,7380,KY13,S,528,Yesterday,94300,Eurener,Givenergy,17.6,56.2,-3.43,United Kingdom
Hattonburn Solar,3990,KY13,S,4079,Yesterday,27940,Antaris,Aurora PVI-3.6-TL-OUTD,17.6,56.2,-3.43,United Kingdom
Scobo,2880,KY4,S,4334,2 days ago,7055,REC,Fronius IG30 ,18.3,56.11,-3.36,United Kingdom
PVPro Biogas Teknik,58860,6950,EW,423,Yesterday,97975,JA Solar JAM72S30-545/MR,Growatt MID 17KTL3-X,13.6,56.143661,8.295493,Denmark
PVPro SP62,9480,7451,S,466,Yesterday,96303,JA Solar,Growatt MOD 8000TL3-XH,13.8,56.212379,9.010001,Denmark
Lyovej  - Inverter nr:1,3000,7400,SE,3759,Yesterday,15410,shine,Eversolar TL-3000,14.2,56.135101,9.070041,Denmark
Lyovej  - Inverter nr: 2,3000,1000,S,3748,Yesterday,15411,Shine,Eversolar TL-3000,14.2,56.135006,9.069955,Denmark
PDK_sol2,1500,1000,SE,2326,Yesterday,19679,ZNShine,Eversolar,17.1,56.180439,9.495718,Denmark
PDK_Sol,3000,1000,SE,2332,Yesterday,19061,ZNShine,Eversolar TL3000,17.1,56.180487,9.495804,Denmark
Herning-2-dk,6400,7400,S,3985,54 weeks ago,37719,ZNShine,KLNE,18.2,56.141093,8.980538,Denmark
GreenPower4AllInv1,3760,7400,SW,1892,153 weeks ago,39741,SMA,SB3000TL-21,18.6,56.1393,8.9738,Denmark
Skovl?bervej 20 S,3900,1000,SE,2995,131 weeks ago,13346,Schuco MPE 260 ,SB3000,18.8,56.169474,9.517991,Denmark
Skovl?bervej sum,6240,1000,SE,2911,120 weeks ago,20148,Schuco,SMA 2150  SMA 3000,18.8,56.159997,9.511497,Denmark
Skovl?bervej 20 L,2340,1000,SE,2866,120 weeks ago,13446,Schuco MPE 260 ,SMA 2100,18.8,56.159988,9.511503,Denmark
GreenPower4All,7285,1000,S,2919,155 weeks ago,9665,Ligitek 230BB,SMA Sunny Boy 3000TL-21,19.7,56.135819,8.957688,Denmark
AK_Solceller,4560,1000,SE,4176,Yesterday,14777,Risen,Delta Solivia 3.6,20.0,56.142251,8.944513,Denmark
Silkeborg Inv1+Inv2,6840,8600,SW,3930,Yesterday,18367,Ulica,SMA SB 3300,20.3,56.1697,9.5451,Denmark
Silkeborg inv. 1,3420,8600,SW,3797,Yesterday,18116,Ulica,SMA SB 3300,20.3,56.1697,9.5451,Denmark
Silkeborg inv. 2,3420,8600,SW,3794,Yesterday,12075,Ulica,SMA Sunny Boy 3300,20.3,56.1697,9.5451,Denmark
PVPro GV3,15210,7400,EW,402,Yesterday,98510,Risen 390W,Deye SUN-12K-SG04LP3-EU,20.6,56.107572,8.974918,Denmark
PVPro SunMountain28,8690,7400,S,527,Yesterday,95490,JA Solar,Growatt MOD 8000TL3-X,22.3,56.136805,8.908925,Denmark
PVPro Garage Roof,7800,7400,S,687,Yesterday,91357,Risen,Growatt MOD 5000TL3-X,22.4,56.135597,8.908206,Denmark
PVPro Hvedemarken3,12960,7400,S,672,Yesterday,92396,Ulica Solar,Deye 10K,23.5,56.132817,8.89075,Denmark
Snaa Roof1,1000,8462,S,3053,5 days ago,37239,Enecsys,Enecsys,7.6,56.156655,10.012707,Denmark
RVTotal,6000,1000,N,1781,Yesterday,18007,type,type,8.1,56.242802,10.133225,Denmark
RVOst,3000,1000,N,1751,Yesterday,17458,type,type,8.8,56.15418,10.067307,Denmark
Galten,2080,8464,SW,1729,Yesterday,65755,unknown,ZL2000S,9.2,56.154659,9.92679,Denmark
Aalund1,7300,8464,EW,368,9 weeks ago,97399,Ulica Solar,Growatt,9.6,56.15201,9.922805,Denmark
Jess Inv1 + Inv2,6000,8380,S,584,Yesterday,56237,Feiyue Solar Stingray Black,Eversolar TL-3000,10.3,56.25,10.1667,Denmark
Jess B983000A128P0028,3000,8380,S,2011,Yesterday,56173,Feiyue Solar Stingray Black,TL-3000,10.3,56.25,10.1667,Denmark
Jess B983000A128Q0067,3000,8380,S,1987,2 days ago,56235,Feiyue Solar Stingray Black,Eversolar TL-3000,10.3,56.25,10.1667,Denmark
Pebbel7a,3000,8464,S,3397,Yesterday,25941,Znshine / Stingray,Evershine tl3000,12.1,56.119981,9.954317,Denmark
Pebbel7b,3000,8464,S,3408,Yesterday,26227,Znshine / Stingray,Evershine tl3000,12.1,56.11998,9.954315,Denmark
HY27,9000,8310,S,1037,13 weeks ago,83138,Powerwell Solar BW-SM250M60,Danfoss TLX 6K,14.6,56.1102,10.1175,Denmark
SunB20,4500,8000,S,2193,65 weeks ago,50091,,Energy Monitor,14.8,56.1567,10.2108,Denmark
RVVest,3000,1000,W,1760,Yesterday,17766,type,type,15.1,56.193932,10.243089,Denmark
Trankaergaardsvej,4900,8310,S,4129,Yesterday,18640,Hyundai,GeSolar 3300,17.3,56.088512,10.137517,Denmark
Holmegårdsvej 14,3150,8270,SW,1964,138 weeks ago,54820,Evershine,Evershine,17.9,56.1112,10.2099,Denmark
holmevej,3200,8270,SW,660,Yesterday,92617,Hyundai,Growatt,17.9,56.1112,10.2099,Denmark
SSV7 - solar,6000,8660,EW,2013,Yesterday,65981,Ulica Solar UL-300M-60,Zever Solar TLC5000,19.2,56.053708,9.974959,Denmark
Ellelausvej,6560,8660,S,1541,Yesterday,71940,Sungen,SMA,21.2,56.0399,9.9272,Denmark
Klv1,4500,8660,E,3817,Yesterday,18544,Phono Solar Onyx Series,Fronius IG Plus V60-2,21.7,56.036108,9.919075,Denmark
Almuevej 30 Skanderborg-1,3705,1000,S,3360,Yesterday,20048,SunGen SGM-195D,SMA Sunny Boy 3000TL-21,23.4,56.024867,9.890196,Denmark
Bastevangen,6480,3230,S,761,Yesterday,88484,Sunket,Fronius,16.4,56.097753,12.194229,Denmark
Astratorp,15120,Sweden,S,1417,Yesterday,77191,Longi,Fronius 12.5,21.5,56.105945,13.373963,Sweden
Fridlund60,21600,Sweden,S,1750,Yesterday,69439,Trina TSM-DD05A.08,Fronius Symo 15.0-3-M,11.7,56.145538,14.52427,Sweden
Johannishuset,14175,Sweden,S,1499,Yesterday,74711,REC N-Peak,Solaredge 12K5,0.2,56.226917,15.421083,Sweden
Fridhemsvagen21,14235,Sweden,E,986,Yesterday,86129,JA Solar 365W JAM60S21 HCell,Fronius Symo 12.5,15.0,56.199638,15.659637,Sweden
Högabergsvägen 16,8540,Sweden,SE,984,Yesterday,86191,JAM60S01,Fronius,15.0,56.201978,15.661102,Sweden
Ascot Ave Glasgow,5950,G12,S,595,55 weeks ago,86020,J A Solar JAM72S10-410/MR,Solis,13.3,55.891558,-4.317498,United Kingdom
Broomley solar arrays x 4 -,6125,G83,SW,2799,31 weeks ago,40523,Amerisolar AS-5M-185W,ABB Aurora PVI-3.6-OUTD,14.7,56.01,-4.58,United Kingdom
Ascot Ave PV system,4000,G12,SE,3357,74 weeks ago,20582,Carey Glass,Power One Aurora Uno PVI-3.6,14.7,55.88,-4.3,United Kingdom
The Rodney Genny,2750,G69,S,3053,Yesterday,42343,JA Solar,Growatt 3000MTL,18.5,55.904056,-4.114033,United Kingdom
Rico's Home,6500,G65,S,1582,Yesterday,66986,VIR-PV16-260P-B,Solis,18.7,55.977039,-4.048906,United Kingdom
Big Daves,4000,G65,S,1889,142 weeks ago,46027,Jurawatt,Trannergy,18.8,55.97,-4.05,United Kingdom
EnergyHive Credit,25000,G40,N,1627,175 weeks ago,43157,,Energy Monitor,20.4,55.84,-4.22,United Kingdom
Rivendell on Clyde,1500,G40,SE,450,Yesterday,96018,Unknown,Unknown,20.4,55.84,-4.22,United Kingdom
Greenlothian,3800,EH49,SE,2151,Yesterday,6333,Antaris AS 190M,Solaredge SE4000H,4.5,55.97,-3.59,United Kingdom
Dyball SMA001D,3840,KY12,S,881,Yesterday,91062,Trina,SMA Sunny Boy 3600-21TL,8.5,56.07,-3.49,United Kingdom
Sma-mf,2500,KY12,S,1078,107 weeks ago,41606,Sharp,Sma sunny boy,8.5,56.07,-3.49,United Kingdom
Rooftop in West Lothian,3360,EH52,S,4495,Yesterday,3981,Sanyo HIT-240SE10,SMA Sunny Boy 3300,10.6,55.93,-3.48,United Kingdom
Mohawk Heights (Decomissioned),5655,EH52,S,925,38 weeks ago,82492,11 LG 390N2T 4 LG 340N1K-V5 ,Solaredge SE3680H,10.8,55.92449,-3.490992,United Kingdom
South Queensferry  Scotland,3920,EH30,SW,2866,171 weeks ago,12485,REC245PEI 245 W,Aurora PVI-3.6-TL-OUTD Jan'14,12.6,55.98,-3.38,United Kingdom
Iotum - Kirkliston,4720,EH29,SE,2030,Yesterday,62895,QCell,SolarEdge,12.7,55.958974,-3.392671,United Kingdom
Solarbrooke,27900,EH48,SW,1837,Yesterday,65897,,SolarEdge 6000,13.3,55.9,-3.66,United Kingdom
Steel Solar System,4000,EH54,EW,394,19 days ago,26185,Yingli Panda,Growatt 3600 MTL,13.7,55.894077,-3.500544,United Kingdom
Carrick Towers,5852,EH54,EW,1171,Yesterday,82671,Yingli,solar edge,13.7,55.89,-3.52,United Kingdom
My Castle Rear,5775,EH54,SE,393,Yesterday,29954,Phono Solar Technology Co,Solis,13.7,55.89,-3.52,United Kingdom
EastWestEdinburgh,6240,EH28,E,811,Yesterday,88730,TSM-DE09.05,GivEnergy 5kW Hybrid Gen 1,14.8,55.930933,-3.382416,United Kingdom
near Edinburgh Scotland,4000,EH27,S,4132,Yesterday,9647,SMA,SMA Sunny Boy,16.5,55.882822,-3.437948,United Kingdom
Enphase 24Panel,7200,EH47,SW,2542,Yesterday,49879,Solex q cell,enphase,17.5,55.86,-3.66,United Kingdom
SolarGremlin,4000,EH47,SW,3133,Yesterday,41545,Seraphin,zeversolar tl3680,17.5,55.86,-3.66,United Kingdom
Light side of the roof,3990,EH12,SE,2993,Yesterday,44069,JA Solar,Solaredge,20.5,55.94,-3.27,United Kingdom
Current Cost Envir - Edin,50,EH11,N,1351,48 weeks ago,56838,tbc,tbc,22.6,55.93,-3.24,United Kingdom
39CherryPnls,2000,G67,S,386,8 weeks ago,96172,Unsure,SMA Sunny Boy,24.0,55.961942,-3.95084,United Kingdom
Scott_Solar,2760,EH13,SW,4396,Yesterday,5675,ET SOLAR 230W - P660230,Power One - Aurora PVI-3.0,24.1,55.9,-3.24,United Kingdom
Gullscarer,3996,EH10,SW,3949,Yesterday,18715,Sunpower E20/333,Aurora PVI-3.6-TL-OUTD,24.8,55.92,-3.21,United Kingdom
East Lothian S facing Roof,3920,EH41,S,4573,Yesterday,5729,Solarworld,Sunny Boy,6.2,55.954515,-2.800727,United Kingdom
Comrie,4455,EH42,SW,379,Yesterday,97530,DMEGC Solar DM405M10-54HBB,Solar Edge SE3680,17.9,55.99,-2.52,United Kingdom
SouthWestDunbar,6480,EH42,SW,457,Yesterday,96800,SolarEdge,SolarEdge Smart 6KW,17.9,55.99,-2.52,United Kingdom
Eastern Scottish Riviera,5320,TD14,SW,845,Yesterday,88314,JA,SolarEdge SE3680,17.5,55.86,-2.12,United Kingdom
Maskinhus,5760,6880,S,1127,97 weeks ago,36535,Bosch M60 S 240wp,Enecsys SMI-S480W-60 VDE4105,16.4,55.9167,8.5333,Denmark
Blæsbjerggaard,7020,1000,S,2988,35 weeks ago,14975,,SMA Sunny Boy 3000 TL,22.4,55.955952,9.160249,Denmark
FV41,6240,7330,S,1921,Yesterday,65308,Winaico WSP - 260M6-BF-BB,Fronius SYMO 6.0-3M,24.0,55.936728,9.143635,Denmark
Inverter_E_B983000A12870108,2200,8300,E,3045,100 weeks ago,23421,Eversolar,Eversolar TL 3000,14.7,55.891023,10.172619,Denmark
Inverter_S_B983000A12620039,2800,8300,S,3039,100 weeks ago,11235,Eversolar,Eversolar TL3000,14.7,55.890783,10.172662,Denmark
Ohmannsvej 11,5760,3360,S,1506,46 weeks ago,67054,Canadian Solar CS6P-240P,Danfoss TLX +6k,10.5,56.0167,11.9833,Denmark
Lake Arresoe,5500,3200,S,4341,Yesterday,9129,SS1-BM250C,GOODWE GW3000-SS,17.0,56.016469,12.087808,Denmark
Mogens Olsen,4000,3000,N,3039,Yesterday,37681,Sunrise,Enecsys,3.4,56.0361,12.6136,Denmark
Solskivan1  Helsingborg,10500,Sweden,S,3919,Yesterday,23094,ZNShineSolar ZX250(48)MS,Fronius IG Plus 100 V-3,14.6,56.004486,12.819699,Sweden
Tulstrup,7000,3400,SE,848,Yesterday,88647,o,Danfoss,19.4,55.9267,12.3109,Denmark
Byskellet,2000,2960,S,1137,142 weeks ago,60488,NN,PVI2300TL,20.2,55.829,12.5526,Denmark
Vestvej_Alleroed2,2800,1000,S,2333,Yesterday,16717,,Volta VL3000,22.2,55.864637,12.340818,Denmark
Vestvej_Alleroed1,2800,1000,S,2334,Yesterday,16716,,Volta VL3000,22.2,55.864624,12.340826,Denmark
Vestvej_Alleroed,5600,1000,S,1785,65 weeks ago,16834,Volta,Volta VL3000,22.2,55.86463,12.340802,Denmark
Lavt tag,3250,2830,S,2550,Yesterday,20016,Ningbo Qixin SL250CE-48M,Sunny Boy 3000HF,24.5,55.8,12.4667,Denmark
Solar5,7000,2830,N,3336,Yesterday,36657,,Energy Monitor,24.5,55.8,12.4667,Denmark
Hoejt tag,3250,2830,S,2338,Yesterday,20017,Ningbo Qixin SL250CE-48M,SMA Sunny Boy 3000HF,24.5,55.8,12.4667,Denmark
Foggie505F,9940,Sweden,S,1063,Yesterday,84453,Energetica,SMA TP 10,22.1,55.841919,13.543332,Sweden
dovis,10500,Lithuania,SE,1465,Yesterday,76143,Q-cells G8,Solar edge,8.4,55.950706,23.274349,Lithuania
Rugpieniai,12900,Lithuania,SE,2028,Yesterday,60629,Luxen,SMA STP 10k,22.9,55.838097,23.154771,Lithuania
sus69,2160,Latvia,SW,706,Yesterday,85760,,mpp solar,11.7,55.91083,26.498337,Latvia
Ryan's Pad,2000,KA21,E,1243,10 weeks ago,60173,Unknown,SMA Sunny Boy 2500HF-30,16.3,55.648609,-4.785168,United Kingdom
Maxwood,4200,KA11,S,1704,15 weeks ago,68219,JA Solar,SolarEdge 4000,22.3,55.61,-4.62,United Kingdom
Brae Farm,3920,ML10,SW,1801,151 weeks ago,28989,Sharp,Power One Aurora,13.3,55.68,-4.06,United Kingdom
Crofthead,9875,ML10,S,1180,Yesterday,82517,LG365Q1C-V5,SolarEdge 6000H,14.4,55.672357,-4.072237,United Kingdom
PA145,11970,G77,S,1803,Yesterday,68212,JA Solar ,Solaredge SE6000  SE5000 ,21.1,55.77,-4.33,United Kingdom
kirstyrat,3920,EH26,S,3142,139 weeks ago,11240,solarworld sunmodule plus SW,Aurora powerOne 3.6 TL outd,4.8,55.796241,-3.30759,United Kingdom
Mill Lade Total,8000,EH46,SW,1283,Yesterday,80103,Sanyo/Panasonic,Energy Monitor,10.3,55.73,-3.35,United Kingdom
Mill Lade Extra,4080,EH46,SW,1295,Yesterday,80102,Panasonic HIT340,SolarEdge HD Wave 3000,10.3,55.73,-3.35,United Kingdom
Northern Sun,3920,EH23,SE,3048,63 weeks ago,3253,Sharp,Aurora,11.9,55.83,-3.05,United Kingdom
Mill Lade Solar,3920,EH46,SW,4627,Yesterday,4264,Sanyo HIT244E01,Sunny Boy 4000TL-20,15.6,55.687446,-3.391199,United Kingdom
Tistrup.nu - SolarEdge,7380,6862,S,4364,Yesterday,46385,Sveigaard Green Energy,SolarEdge se7k,23.6,55.7167,8.6,Denmark
BorgsPowerPlant,2400,7130,SW,3602,17 weeks ago,16860,ET Module,SMA Sunny Boy 2500HF,15.4,55.791294,10.024821,Denmark
SkovbyvejSol,5220,1000,SW,563,41 weeks ago,16926,Ginlong,Ginlong,16.8,55.668704,9.630258,Denmark
Right,3000,7100,SW,1541,132 weeks ago,24493,Stingray,Evershine TL-3000-10,17.9,55.7093,9.5357,Denmark
Stormosegaard,11060,7100,S,534,Yesterday,95427,JA Solar,Growatt MOD 10KTL3-X,17.9,55.7093,9.5357,Denmark
Teglholmen,2100,7100,N,1338,Yesterday,77702,Unknown,Fronius,17.9,55.7093,9.5357,Denmark
Left,3000,7100,SW,1522,132 weeks ago,37417,Stingray,Evershine TL-3000-10,17.9,55.7093,9.5357,Denmark
Petershojvej,8640,7100,EW,823,Yesterday,89126,SolarTag,Fronius Symo 10.0-3-M,17.9,55.7093,9.5357,Denmark
Fredericia Feiyue2nd,2000,7000,S,3949,Yesterday,11868,ZNSHINE ZX200(37)MS,Eversolar TL 2000,24.6,55.577108,9.703643,Denmark
Aloaha Enecsys 2000021908,6860,4420,S,3167,Yesterday,38362,Aloaha Dataservices.Solar,Enecsys 480,23.9,55.6667,11.6167,Denmark
Strandhoejen,4560,3600,S,4162,Yesterday,13724,AK-Solar_JTA-200W,Goodwe GW06K-DT,8.9,55.826673,12.064652,Denmark
JF,6000,4050,S,1503,Yesterday,18678,Ulica Solar UL-250M-60,Growatt 3000,9.1,55.742872,11.987251,Denmark
JF-South 2,3000,1000,S,3156,Yesterday,19053,Ulica Solar UL-250M-60,Growatt 3000,9.1,55.742741,11.987145,Denmark
JF-South 1,3000,1000,S,3480,Yesterday,19055,Ulica Solar UL-250M-60,Growatt 3000,9.1,55.742694,11.987161,Denmark
Egernvej_1,4080,4300,E,1938,128 weeks ago,11518,Mitsubishi MLT-255HC,#2 SMA SB3000TL21,10.8,55.762451,11.711223,Denmark
Egernvej_2,3825,4300,E,1943,128 weeks ago,11056,Mitsubishi MLT-255HC,#1 SMA SB3000TL21,10.8,55.762403,11.711137,Denmark
Rosenbakkevej_10,5880,3660,SW,1147,Yesterday,18439,Qsolar,Fronius Symo,5.6,55.7683,12.1972,Denmark
Soltossen,8750,3500,S,2459,65 weeks ago,18057,Himin,Danfoss TLX Pro+,7.0,55.7833,12.3833,Denmark
Evavej 17,6030,3500,S,2205,147 weeks ago,40683,Sunpower X21,SMA STP 5000-TL20,7.0,55.7833,12.3833,Denmark
Solvej11,3500,2750,S,3463,80 weeks ago,38815,Viessman 250SD,SMA TL3000,8.9,55.7316,12.3633,Denmark
Skin59,7105,2730,SE,4238,Yesterday,14988,Aleo,SMA Sunny Boy 3000,10.1,55.747258,12.411647,Denmark
Tordisvej Ennogie Energy Roof,7680,2880,S,1976,Yesterday,70389,Ennogie,APS,12.5,55.7667,12.4667,Denmark
Groennevej 109,6500,2830,S,4137,Yesterday,20014,Ningbo Qixin SL250CE-48M,2x SMA Sunny Boy SB3000HF-30,12.6,55.788375,12.474687,Denmark
Trekroner Roskilde,6240,4000,SW,2239,25 days ago,51811,Hyundai HiS-S260RG,Fronius Symo 6.0.3-M,4.8,55.661646,12.14169,Denmark
Hoejgaardstoften 2630 DK,6000,2630,S,4086,Yesterday,15243,Solar Leading,JFY,5.2,55.639261,12.305257,Denmark
GlostrupEHa,3000,2600,S,4207,Yesterday,13769,ZNshine (Galium),EverShine TL 3000,9.9,55.703039,12.425677,Denmark
GlostrupEHb,3000,2600,S,4205,Yesterday,13955,Zn,EverShine TL 3000,9.9,55.703039,12.425715,Denmark
Venstre,3000,2670,S,2006,153 weeks ago,64405,w,w123,11.1,55.5833,12.3,Denmark
Hoejre,3600,2670,S,1630,153 weeks ago,64406,w,SMA Sunny Boy 3000,11.1,55.5833,12.3,Denmark
Leraas,7155,2670,SE,3022,153 weeks ago,30809,,Energy Monitor,11.1,55.5833,12.3,Denmark
Raadhuset ID1,6720,2670,SE,539,126 weeks ago,77004,,Energy Monitor,11.1,55.5833,12.3,Denmark
